shift,split,trial,behavior,response_accuracy,linear_residual_rms,corrected_residual_rms,correction_benefit,ridge_lambda,abs_correction_benefit
Brain: stimulation context,OOD,284,615.15,1.0,0.5485805820256593,0.43869459915752446,0.10988598286813483,100.0,0.10988598286813483
Brain: stimulation context,OOD,285,712.16,1.0,0.6762805869430666,0.7072759368046047,-0.03099534986153807,100.0,0.03099534986153807
Brain: stimulation context,OOD,290,613.83,1.0,0.5596121424639868,0.3987348230830827,0.1608773193809041,100.0,0.1608773193809041
Brain: stimulation context,OOD,291,914.77,1.0,0.7420937853734242,0.7672466380940403,-0.02515285272061607,100.0,0.02515285272061607
Brain: stimulation context,OOD,293,976.96,1.0,0.7174730303789248,0.6407680269995449,0.07670500337937991,100.0,0.07670500337937991
Brain: stimulation context,OOD,295,729.05,1.0,0.6399292338231257,0.5593439863335279,0.08058524748959783,100.0,0.08058524748959783
Brain: stimulation context,OOD,296,646.1700000000001,1.0,0.851483173243472,0.8901670488016733,-0.0386838755582013,100.0,0.0386838755582013
Brain: stimulation context,OOD,298,966.6,1.0,0.5972254886086275,0.4092841803465188,0.18794130826210864,100.0,0.18794130826210864
Brain: stimulation context,OOD,301,857.3199999999999,1.0,0.599405327100553,0.6062271552752272,-0.006821828174674138,100.0,0.006821828174674138
Brain: stimulation context,OOD,302,586.16,1.0,0.5066930771189437,0.4674624718829907,0.03923060523595301,100.0,0.03923060523595301
Brain: stimulation context,OOD,305,991.5,1.0,0.9125258079456667,0.8219590562196957,0.09056675172597106,100.0,0.09056675172597106
Brain: stimulation context,OOD,309,767.74,1.0,0.534435544082856,0.543279169020445,-0.008843624937589056,100.0,0.008843624937589056
Brain: stimulation context,OOD,311,757.3199999999999,1.0,0.6194234488098536,0.4521742548372631,0.16724919397259047,100.0,0.16724919397259047
Brain: stimulation context,OOD,312,684.59,1.0,0.5405711313393384,0.4368667995372305,0.10370433180210792,100.0,0.10370433180210792
Brain: stimulation context,OOD,313,1227.5,1.0,0.5500652291493006,0.4289386992788694,0.12112652987043115,100.0,0.12112652987043115
Brain: stimulation context,OOD,316,674.61,1.0,0.7101419895440795,0.6747160551500012,0.03542593439407826,100.0,0.03542593439407826
Brain: stimulation context,OOD,317,899.1700000000001,1.0,0.5715149137612134,0.422684007681165,0.14883090608004845,100.0,0.14883090608004845
Brain: stimulation context,OOD,320,701.3399999999999,1.0,0.5796283922205836,0.38282283400398187,0.19680555821660173,100.0,0.19680555821660173
Brain: stimulation context,OOD,321,536.1700000000001,1.0,0.6285038812225464,0.5244407144542299,0.1040631667683165,100.0,0.1040631667683165
Brain: stimulation context,OOD,322,587.25,1.0,0.6561217642497272,0.5610466667586433,0.0950750974910839,100.0,0.0950750974910839
Brain: stimulation context,OOD,323,1062.1000000000001,1.0,0.9700195564793539,0.9646888829362563,0.005330673543097575,100.0,0.005330673543097575
Brain: stimulation context,OOD,324,1012.9999999999999,1.0,0.6482541626519743,0.5177463188458074,0.13050784380616698,100.0,0.13050784380616698
Brain: stimulation context,OOD,325,629.7199999999999,1.0,0.5978860377234362,0.426122099878507,0.17176393784492916,100.0,0.17176393784492916
Brain: stimulation context,OOD,326,1104.7,1.0,0.8405153242134551,0.8721127934612616,-0.03159746924780649,100.0,0.03159746924780649
Brain: stimulation context,OOD,327,745.6700000000001,1.0,0.5605524088870404,0.44453437258031847,0.11601803630672192,100.0,0.11601803630672192
Brain: stimulation context,OOD,328,628.4499999999999,1.0,0.9789660913243845,1.0338518275647488,-0.0548857362403643,100.0,0.0548857362403643
Brain: stimulation context,OOD,329,587.84,1.0,0.5956257919648325,0.45061129069012706,0.1450145012747054,100.0,0.1450145012747054
Brain: stimulation context,OOD,330,934.5400000000001,1.0,0.9382221106424666,0.920426672566744,0.01779543807572259,100.0,0.01779543807572259
Brain: stimulation context,OOD,331,1085.2,1.0,0.7124101030782808,0.7162713104098087,-0.0038612073315279494,100.0,0.0038612073315279494
Brain: stimulation context,OOD,332,1074.2,1.0,0.9694083079123096,0.9913239470351016,-0.02191563912279204,100.0,0.02191563912279204
Brain: stimulation context,OOD,333,651.13,1.0,0.7833732569624738,0.7494491934967303,0.033924063465743504,100.0,0.033924063465743504
Brain: stimulation context,OOD,334,673.7800000000001,1.0,0.53282522442336,0.4539442584841409,0.07888096593921912,100.0,0.07888096593921912
Brain: stimulation context,OOD,335,898.59,1.0,0.5795824225613335,0.5688834933321558,0.0106989292291777,100.0,0.0106989292291777
Brain: stimulation context,OOD,336,913.5,1.0,0.7480767475006684,0.6826882007948949,0.06538854670577354,100.0,0.06538854670577354
Brain: stimulation context,OOD,337,696.24,1.0,0.672467679242637,0.5251597575631447,0.14730792167949225,100.0,0.14730792167949225
Brain: stimulation context,OOD,338,497.24,1.0,0.7482050130234377,0.6466822168638326,0.10152279615960502,100.0,0.10152279615960502
Brain: stimulation context,OOD,339,812.23,1.0,0.6184728831438582,0.45647250139861917,0.162000381745239,100.0,0.162000381745239
Brain: stimulation context,OOD,340,1004.6999999999999,1.0,0.637511019311404,0.7041397730471384,-0.0666287537357344,100.0,0.0666287537357344
Brain: stimulation context,OOD,341,753.6899999999999,1.0,0.6664004328768304,0.6373522353662204,0.02904819751060994,100.0,0.02904819751060994
Brain: stimulation context,OOD,342,584.96,1.0,0.9326851244245966,0.8851373868303821,0.04754773759421449,100.0,0.04754773759421449
Brain: stimulation context,OOD,343,748.3,1.0,0.7521817022047472,0.7168565060667751,0.03532519613797214,100.0,0.03532519613797214
Brain: stimulation context,OOD,344,1011.6,1.0,0.7264174935482182,0.7552552324825457,-0.028837738934327506,100.0,0.028837738934327506
Brain: stimulation context,OOD,345,662.79,1.0,0.7446383305420394,0.7236061786434118,0.021032151898627616,100.0,0.021032151898627616
Brain: stimulation context,OOD,346,763.47,1.0,0.5615902636965047,0.4305396728233005,0.13105059087320414,100.0,0.13105059087320414
Brain: stimulation context,OOD,347,542.76,1.0,0.6146948880513401,0.5050707121672307,0.10962417588410944,100.0,0.10962417588410944
Brain: stimulation context,OOD,348,694.21,1.0,0.9891438137686455,1.0420130621721477,-0.05286924840350227,100.0,0.05286924840350227
Brain: stimulation context,OOD,349,816.8,1.0,0.5818014587726923,0.43474393214441076,0.14705752662828153,100.0,0.14705752662828153
Brain: stimulation context,OOD,350,932.01,1.0,0.7243540832328741,0.7165796750988584,0.007774408134015642,100.0,0.007774408134015642
Brain: stimulation context,OOD,351,875.41,1.0,0.555499375678505,0.39376129722443287,0.16173807845407218,100.0,0.16173807845407218
Brain: stimulation context,OOD,352,594.16,1.0,0.6328332618597956,0.5151212789469749,0.1177119829128207,100.0,0.1177119829128207
Brain: stimulation context,OOD,353,843.08,1.0,0.6665100117765141,0.6861575273052575,-0.01964751552874333,100.0,0.01964751552874333
Brain: stimulation context,OOD,354,846.26,1.0,0.5525087651511547,0.38313209953173255,0.1693766656194221,100.0,0.1693766656194221
Brain: stimulation context,OOD,355,837.4,1.0,0.57908249943819,0.3929231769144873,0.1861593225237027,100.0,0.1861593225237027
Brain: stimulation context,OOD,356,952.8299999999999,1.0,0.7215756335869634,0.7752241392890424,-0.05364850570207902,100.0,0.05364850570207902
Brain: stimulation context,OOD,357,975.92,1.0,0.7604973908759747,0.8358199708318798,-0.07532257995590508,100.0,0.07532257995590508
Brain: stimulation context,OOD,358,781.24,1.0,0.5962745587864884,0.5074602618975714,0.08881429688891695,100.0,0.08881429688891695
Brain: stimulation context,OOD,359,1206.1,1.0,0.5826514931957079,0.5224957371680139,0.06015575602769396,100.0,0.06015575602769396
Brain: stimulation context,OOD,360,641.2600000000001,1.0,0.6201537664345339,0.4261410521721994,0.19401271426233452,100.0,0.19401271426233452
Brain: stimulation context,OOD,361,656.03,1.0,0.6386552519083347,0.5165754576665069,0.1220797942418278,100.0,0.1220797942418278
Brain: stimulation context,OOD,362,646.77,1.0,0.6388054382942218,0.427873872146044,0.21093156614817776,100.0,0.21093156614817776
Brain: stimulation context,OOD,363,1063.5,1.0,0.5675986775317952,0.4722946583158231,0.09530401921597204,100.0,0.09530401921597204
Brain: stimulation context,OOD,364,638.03,1.0,0.5722181843014416,0.429348339712095,0.14286984458934654,100.0,0.14286984458934654
Brain: stimulation context,OOD,365,1383.1,1.0,0.5673415935254569,0.4512747787858835,0.11606681473957337,100.0,0.11606681473957337
Brain: stimulation context,OOD,366,951.8,1.0,0.5480983800281924,0.4686994276402421,0.07939895238795036,100.0,0.07939895238795036
Brain: stimulation context,OOD,367,949.01,1.0,0.7338768335923513,0.6126729568585905,0.12120387673376087,100.0,0.12120387673376087
Brain: stimulation context,OOD,368,792.18,1.0,0.6131166403461475,0.47401019684284745,0.1391064435033001,100.0,0.1391064435033001
Brain: stimulation context,OOD,369,719.65,1.0,0.6307694722338353,0.561452578106444,0.06931689412739128,100.0,0.06931689412739128
Brain: stimulation context,OOD,370,698.4399999999999,1.0,0.6462501414134557,0.5530931438659911,0.09315699754746465,100.0,0.09315699754746465
Brain: stimulation context,OOD,371,839.82,1.0,0.5542029866287415,0.43664387284766143,0.11755911378108003,100.0,0.11755911378108003
Brain: stimulation context,OOD,372,684.71,1.0,0.5729120807420791,0.39234521837465697,0.18056686236742214,100.0,0.18056686236742214
Brain: stimulation context,OOD,373,733.29,1.0,0.7685669575510323,0.7650670933441596,0.0034998642068727603,100.0,0.0034998642068727603
Brain: stimulation context,OOD,374,872.06,1.0,0.5933185615662011,0.5271401619381052,0.06617839962809591,100.0,0.06617839962809591
Brain: stimulation context,OOD,375,779.38,1.0,0.8092433534570446,0.8950451837730755,-0.08580183031603095,100.0,0.08580183031603095
Brain: stimulation context,OOD,376,624.3499999999999,1.0,0.6126278016098226,0.5124452738048519,0.10018252780497061,100.0,0.10018252780497061
Brain: stimulation context,OOD,377,975.3100000000001,1.0,0.6659258761791831,0.6289556372412931,0.036970238937889977,100.0,0.036970238937889977
Brain: stimulation context,OOD,378,590.14,1.0,0.6349903287743435,0.46489774181004784,0.17009258696429563,100.0,0.17009258696429563
Brain: stimulation context,OOD,379,622.94,1.0,0.55757632021308,0.49713844548459746,0.060437874728482555,100.0,0.060437874728482555
Brain: stimulation context,OOD,380,1303.9,1.0,0.666247878891655,0.6828140748822028,-0.01656619599054776,100.0,0.01656619599054776
Brain: stimulation context,OOD,381,949.12,1.0,0.7399996274331178,0.8011975301297434,-0.06119790269662562,100.0,0.06119790269662562
Brain: stimulation context,OOD,382,634.03,1.0,0.6346704960021476,0.5211529702493347,0.11351752575281293,100.0,0.11351752575281293
